赢时胜软件深圳市赢时胜信息技术股份有限公司<!sp>白盒测试<!sp>10k-15k<!sp>长沙<!sp>经验3-5年<!sp>'后端开发'<!sp>1天前<!sp>拉勾网<!sp>'优秀团队,带薪年假'<!sp>'文案能力'<!sp>长沙市 - 芙蓉区 - 十六铺 - 长沙
纵横新创技术部<!sp>测试工程师<!sp>8k-12k<!sp>杭州<!sp>经验3-5年<!sp>'python,金融,QA,Java,测试,自动化'<!sp>1天前<!sp>拉勾网<!sp>'周末双休,弹性上班,五险一金,年终奖'<!sp>'执行能力,团队协作能力,主动性,沟通表达能力,专业素质良好,学习能力'<!sp>杭州 - 余杭区 - 仓前 - 文一西路1326号 利尔达物联网科技园2号楼10楼1002C
企朋研发部<!sp>测试开发工程师<!sp>15k-25k<!sp>杭州<!sp>经验1-3年<!sp>'企业服务,开发者服务,web,Java,旅游,自动化'<!sp>1天前<!sp>拉勾网<!sp>'工程师文化,自由开放,高速成长,优秀的队友'<!sp>'逻辑思维能力,主动性,抗压能力,学习能力,良好的职业背景,团队协作能力,沟通表达能力,开拓精神'<!sp>杭州 - 西湖区 - 紫霞街176号互联网创新创业园1号楼
上海善林金融信息服务有限公司<!sp>测试工程师-善林宝<!sp>8k-15k<!sp>上海<!sp>经验1-3年<!sp>'游戏,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'领导好,平台大'<!sp>'逻辑思维能力,设计能力,文案能力,执行能力,专业素质良好,思想品质,沟通表达能力'<!sp>上海 - 静安区 - 共和新路 - 上海市静安区江场路1313号金谷中环大厦
天鸽互动天格科技(杭州)有限公司<!sp>软件测试工程师<!sp>7k-10k<!sp>杭州<!sp>经验1-3年<!sp>'后端开发'<!sp>2天前<!sp>拉勾网<!sp>'公司前景好,优秀团队'<!sp>'领悟能力,专业素质良好,思想品质,学习能力,团队协作能力'<!sp>杭州 - 上城区 - 杭州
武汉佰钧成技术有限公司yang委托开发<!sp>数通测试工程师<!sp>9k-15k<!sp>南京<!sp>经验3-5年<!sp>'python,自动化,信息安全,脚本'<!sp>2天前<!sp>拉勾网<!sp>'自动化'<!sp>''<!sp>南京 - 雨花台区 - 安德门 - 花神科技园
浮石资本信息技术部<!sp>测试工程师<!sp>12k-24k<!sp>上海<!sp>经验1-3年<!sp>'金融,量化,测试,脚本'<!sp>2天前<!sp>拉勾网<!sp>'行业有发展,福利待遇好,平衡发展'<!sp>'逻辑思维能力,执行能力,文案能力,领悟能力,专业素质良好,沟通表达能力,思想品质,良好的职业背景,工作激情,团队协作能力'<!sp>上海 - 浦东新区 - 沈梅路123弄6号楼
挖财<!sp>资深测试工程师-杭州-00017<!sp>14k-25k<!sp>杭州<!sp>经验3-5年<!sp>'资深'<!sp>2天前<!sp>拉勾网<!sp>'与大牛共舞,良好的发展平台'<!sp>'设计能力,执行能力,逻辑思维能力,抗压能力,专业素质良好,沟通表达能力,上进心'<!sp>杭州 - 西湖区 - 高新文教区 - 华星路96号互联网金融大厦19楼（原瑞利大厦）
巴萨迪软件软件测试部<!sp>软件测试工程师<!sp>5K-10K<!sp>厦门<!sp>经验1-3年<!sp>'web,测试,系统,app,功能测试,压力测试'<!sp>2天前<!sp>拉勾网<!sp>'发展空间大,福利齐全,人性化管理,不加班'<!sp>'主动性,学习能力,专业素质良好,常用办公软件的使用,领悟能力,沟通表达能力,抗压能力,思想品质,责任心,性格好,团队协作能力'<!sp>厦门 - 思明区 - 滨海 - 软件园一期 创新大厦A区401
方舟互娱技术<!sp>白盒测试/系统测试<!sp>10k-20k<!sp>深圳<!sp>经验3-5年<!sp>'web,Python,自动化,白盒,app,接口'<!sp>3天前<!sp>拉勾网<!sp>'加班补贴,弹性工作,五险一金,下午茶'<!sp>'设计能力,执行能力,沟通表达能力,逻辑思维能力,良好的职业背景,专业素质良好,文案能力,抗压能力,责任心'<!sp>深圳 - 南山区 - 阳光华艺大厦A座9D
于斯教育技术部<!sp>测试工程师<!sp>10k-15k<!sp>上海<!sp>经验3-5年<!sp>'QA,测试'<!sp>3天前<!sp>拉勾网<!sp>'平台好'<!sp>'文案能力,逻辑思维能力'<!sp>上海 - 浦东新区 - 御北路385号上海御环科创园区5号楼
JETTECH测试交付部<!sp>软件测试工程师-珠海<!sp>5k-10k<!sp>珠海<!sp>经验不限<!sp>'QA,测试,自动化'<!sp>3天前<!sp>拉勾网<!sp>'加班补助,补充医疗,五险一金,出差补贴'<!sp>'思想品质,沟通表达能力,团队协作能力'<!sp>珠海 - 香洲区 - 南方软件园珠海农发行产业基地
Liferay 大连软件测试部<!sp>测试工程师<!sp>3k-6k<!sp>大连<!sp>经验1年以下<!sp>'Java测试,测试'<!sp>2018-01-19<!sp>拉勾网<!sp>'15+天年假,无加班,有机会赴美培训'<!sp>''<!sp>大连 - 高新园区 - 黄浦路 - 黄浦路537号泰德大厦1005
中软系统工程河南研发中心<!sp>测试工程师<!sp>6k-12k<!sp>郑州<!sp>经验3-5年<!sp>'测试,性能测试,Java'<!sp>2018-01-17<!sp>拉勾网<!sp>'国企,七险一金,福利补贴,定期体检'<!sp>'逻辑思维能力,设计能力,文案能力,执行能力'<!sp>郑州 - 郑东新区 - 龙子湖高校园区
拟酷游戏研发<!sp>执行测试<!sp>7k-8k<!sp>上海<!sp>经验1-3年<!sp>'游戏,中级,初级,测试,信息安全,脚本'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,节日福利,定期团建,项目奖金'<!sp>'逻辑思维能力,执行能力,文案能力,设计能力,领悟能力,抗压能力,责任心,沟通表达能力,学习能力'<!sp>上海 - 闵行区 - 浦江 - 陈行路2388号漕河泾浦江科技广场7号楼16楼
亿可能源技术<!sp>测试经理<!sp>20k-30k<!sp>上海<!sp>经验5-10年<!sp>'资深,python,Java,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'技术大牛,人工智能,大数据'<!sp>''<!sp>上海 - 杨浦区 - 复旦大学 - ，政立路477号，2号楼，1301室
苏宁云商IT总部<!sp>软件测试工程师<!sp>8k-15k<!sp>南京<!sp>经验3-5年<!sp>'测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'福利待遇好,完善的晋升通道,帅哥美女多'<!sp>'逻辑思维能力,设计能力,文案能力,执行能力,领悟能力,责任心,沟通表达能力,团队协作能力,专业素质良好'<!sp>南京 - 玄武区 - 徐庄软件园苏宁大道1号苏宁总部
德邦<!sp>测试开发工程师<!sp>13k-17k<!sp>上海<!sp>经验3-5年<!sp>'高级,Java,web'<!sp>1天前<!sp>拉勾网<!sp>'1000+团队,学习氛围好,晋升空间大'<!sp>'设计能力,学习能力,主动性,专业素质良好,逻辑思维能力,抗压能力,思想品质,沟通表达能力'<!sp>上海 - 青浦区 - 徐泾 - 徐泾镇明珠路1018号德邦物流总部
挖财大技术部<!sp>测试开发专家-上海-00020<!sp>20k-30k<!sp>上海<!sp>经验3-5年<!sp>'专家,python,信息安全,Java,测试'<!sp>2天前<!sp>拉勾网<!sp>'弹性工作'<!sp>'设计能力,执行能力,钻研能力,团队协作能力,逻辑思维能力,抗压能力,沟通表达能力'<!sp>上海 - 浦东新区 - 世纪公园 - 杨高南路799号陆家嘴世纪金融广场3号楼5楼
携程<!sp>测试工程师<!sp>10k-15k<!sp>上海<!sp>经验1-3年<!sp>'中级,移动端,测试,黑盒,app,功能测试'<!sp>1天前<!sp>拉勾网<!sp>'海外旅游福利,带薪年假,弹性工作,个人发展'<!sp>'设计能力,沟通表达能力,逻辑思维能力,团队协作能力,钻研能力,主动性,专业素质良好,责任心,学习能力'<!sp>上海 - 长宁区 - 北新泾 - 凌空soho
链家上海研发中心<!sp>中级测试工程师<!sp>8k-15k<!sp>上海<!sp>经验1-3年<!sp>'测试'<!sp>1天前<!sp>拉勾网<!sp>'万亿级O2O平台,一年两次调薪,季度奖金'<!sp>'良好的职业背景,专业素质良好,逻辑思维能力,主动性,责任心'<!sp>上海 - 静安区 - 吴江路 - 南京西路699号东方有线大厦30楼
设计院信息院-互创<!sp>测试工程师<!sp>8k-12k<!sp>上海<!sp>经验1-3年<!sp>'中级,银行,性能测试,接口,loadrunner,jmeter'<!sp>1天前<!sp>拉勾网<!sp>'周末双休,高温补贴,节日补贴,年终奖金'<!sp>'逻辑思维能力,文案能力,领导能力,设计能力,责任心,沟通表达能力,学习能力'<!sp>上海 - 虹口区 - 四川北路61号电信大楼
华云数据公有云产品线<!sp>22-测试工程师<!sp>8k-15k<!sp>无锡<!sp>经验3-5年<!sp>'中级,QA,测试,黑盒,灰盒,Java'<!sp>1天前<!sp>拉勾网<!sp>'各项补贴,节日福利,弹性上下班,年度旅游'<!sp>'逻辑思维能力,文案能力,执行能力,主动性,团队协作能力,沟通表达能力,设计能力,专业素质良好,责任心,思想品质'<!sp>无锡 - 滨湖区 - 雪浪 - 慧泽路科教软件园Ｂ区6号楼
艾融股份广州软件中心<!sp>测试工程师（市桥农商行）<!sp>9k-14k<!sp>广州<!sp>经验5-10年<!sp>'功能测试,信息安全,测试,脚本,自动化'<!sp>1天前<!sp>拉勾网<!sp>'五险一金,餐补,房补'<!sp>'抗压能力,文案能力,主动性,沟通表达能力,学习能力'<!sp>广州 - 番禺区 - 广州市番禺市桥捷进二路
上海文什数据科技有限公司知识服务中心<!sp>测试工程师<!sp>7k-14k<!sp>上海<!sp>经验1-3年<!sp>'测试,Java'<!sp>2天前<!sp>拉勾网<!sp>'五险一金,补充公积金,项目奖金,员工体检'<!sp>'领悟能力,文案能力,执行能力,设计能力,思想品质,逻辑思维能力,抗压能力'<!sp>上海 - 杨浦区 - 四平路 - 隆昌路619号8号楼中区B11
魔蝎科技研发部<!sp>测试工程师<!sp>8k-16k<!sp>杭州<!sp>经验1-3年<!sp>'初级,金融,测试'<!sp>3天前<!sp>拉勾网<!sp>'多样团建,全额公积金,股票期权,节日福利'<!sp>'逻辑思维能力,设计能力,领悟能力,沟通表达能力'<!sp>杭州 - 西湖区 - 西溪 - 文一西路767号绿城西溪国际D座2F
三正科技智慧城市事业部二部<!sp>白盒测试工程师（需出差）<!sp>10k-15k<!sp>北京<!sp>经验1-3年<!sp>'QA,白盒,功能测试,测试,脚本'<!sp>3天前<!sp>拉勾网<!sp>'五险一金,节假日休息,餐补'<!sp>'逻辑思维能力,领悟能力,设计能力,文案能力,执行能力,沟通表达能力'<!sp>北京 - 海淀区 - 北下关 - 大柳树路17号富海大厦609室
微屏游戏微屏软件科技（上海）有限公司<!sp>测试工程师<!sp>4k-6k<!sp>上海<!sp>经验1-3年<!sp>'游戏,初级,手游,游戏测试,测试,测试工程师'<!sp>3天前<!sp>拉勾网<!sp>'六险一金,绩效奖金,免费午餐,节假日福利'<!sp>'设计能力,逻辑思维能力,抗压能力,责任心,思想品质'<!sp>上海 - 浦东新区 - 唐镇 - 浦东新区
武汉佰钧成技术有限公司SSBG-BU16<!sp>软件测试<!sp>5k-10k<!sp>武汉<!sp>经验不限<!sp>'测试,应届生,自动化'<!sp>3天前<!sp>拉勾网<!sp>'六险一金,岗前培训,发展平台,团队氛围'<!sp>''<!sp>武汉 - 东湖新技术开发区 - 未来科技城F3栋
九爱科技供应链中心<!sp>测试工程师<!sp>8k-12k<!sp>杭州<!sp>经验1-3年<!sp>'硬件制造,测试'<!sp>3天前<!sp>拉勾网<!sp>'福利好'<!sp>'专业素质良好,文案能力,服务意识'<!sp>杭州 - 滨江区 - 开发区 - 建业路511号浙大科技园华创大厦20F
浙江天搜科技股份有限公司<!sp>软件测试工程师<!sp>6k-8k<!sp>杭州<!sp>经验1-3年<!sp>'测试,app,脚本,自动化'<!sp>3天前<!sp>拉勾网<!sp>'团队氛围好,学习型组织,体系化培训'<!sp>'设计能力,文案能力,执行能力,逻辑思维能力,领悟能力,主动性,抗压能力,责任心,沟通表达能力,学习能力,团队协作能力'<!sp>杭州 - 江干区 - 九环路9号浙江省国家大学科技园C幢12楼
洲华开发<!sp>测试工程师<!sp>15k-30k<!sp>杭州<!sp>经验1-3年<!sp>'资深,高级,白盒,黑盒,系统,app'<!sp>2018-01-19<!sp>拉勾网<!sp>'精英团队,期权回报,明星CEO,创业机会'<!sp>'服务意识,团队协作能力,设计能力,创新能力'<!sp>杭州 - 西湖区 - 文三路 - 教工路18号欧美中心EAC写字楼B1606室
辰沅金融IT研发部<!sp>白盒测试<!sp>15k-30k<!sp>上海<!sp>经验3-5年<!sp>'资深,web,Java,测试,脚本'<!sp>2018-01-04<!sp>拉勾网<!sp>'公司环境好,扁平化管理,晋升空间大,牛人聚集地'<!sp>'文案能力,抗压能力,主动性,逻辑思维能力,责任心'<!sp>上海 - 浦东新区 - 陆家嘴 - 杨高南路428号由由世纪广场2号楼
